Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0.3435299999997951,1000,,,,-0.921875,-0.001953125,-0.021484375,,,12.113054294189972,-0.027150938776700707,3546,0,0.3288807955404035,,17.787452024720558,,,0.279296875,,
0.36550999999977646,1000,,,,-1.07421875,0,0.02734375,,0.001242075694043415,12.112777218513754,-0.026342724254697022,3545,0,0.3190835502258838,,18.330308367438555,,,0.279296875,,
0.3875449999999255,1000,,,,-0.984375,-0.046875,-0.009765625,,,12.112421752371551,-0.02692949007573124,3544,0,0.3261813413735609,,17.925620402746663,,,0.27734375,,
0.40944499999983236,1000,,,,-1.173828125,0.060546875,0.029296875,,,12.112691306839347,-0.028292040580319863,3550,0,0.34269275398998644,,17.09185963296037,,,0.28125,,
0.43321500000031665,1000,,,,-0.9375,-0.048828125,-0.0078125,0.00035480760957883566,,12.11253637777269,-0.02736473250442126,3553,0,0.33145631792782126,0.13201936783160415,39.830095457813236,0.009408283908977137,0.003747328461887676,0.28125,,
0.46733499999996275,1000,,,,-1.099609375,0.064453125,-0.013671875,,,12.112432236567404,-0.027108084611176496,3548,0,0.32834483791601093,,40.15443384953872,,,0.28125,,
0.48873999999975787,1000,,,,-0.96875,-0.080078125,0.013671875,,,12.112456036839026,-0.027879772022969068,3548,0,0.3376925129453075,,39.03293512338352,,,0.28125,,
0.5118149999999442,1000,,,,-1.125,-0.005859375,-0.005859375,,0.0009320809028256773,12.112396416624481,-0.027355216826143128,3547,0,0.33133723026096173,,39.77789954163109,,,0.279296875,,
0.5335,1000,,,,-0.9375,-0.125,0.005859375,,,12.112165603178363,-0.026986490513646978,3545,0,0.32686484214989414,,40.296512943109015,,,0.27734375,,
0.5639849999998696,1000,,,,-1.265625,0.17578125,-0.013671875,,,12.112137804487071,-0.026827467319438376,3546,0,0.324937981118411,,40.54151006484009,,,0.28125,,
0.586910000000149,1000,,,,-0.947265625,-0.103515625,0.02734375,0.00045165774575623715,,12.112019195651365,-0.027206728282641895,3549,0,0.3295284152102295,0.16787990736432884,50.94550260778766,0.005552069437368096,0.0028285296800005452,0.28125,,
0.6097849999996834,1000,,,,-1.13671875,0.083984375,0.005859375,,,12.11188038541738,-0.027269729030493812,3550,0,0.3302876961600849,,50.83700233164077,,,0.279296875,,
0.6327949999999255,1000,,,,-0.890625,-0.080078125,0.021484375,,,12.111778089222867,-0.02710651442807325,3550,0,0.32830808752514107,,51.135939173401056,,,0.27734375,,
