Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message
140.07902,1996,,,,-1,0.005859375,-0.060546875,,,11.7425376040317,10.7113867342227,14929,0,125.778861517936,,67.3123264100222,,,0.16015625,
140.10406,1996,,,,-1.0859375,0.0234375,0.05078125,0.05414645298513,,11.7421682416803,10.7090472512257,14926,0,125.747434531996,84.6330967419177,67.3040345172074,0.00409117571136,0.002753526312933,0.16015625,
140.1361,1997,,,,-1.0234375,-0.044921875,0.09765625,,,11.74210141328,10.7105119154491,14929,0,125.763917099347,,67.3095452100722,,,0.16015625,
140.162605,1997,,,,-1.01953125,-0.021484375,-0.046875,,0.345833953812898,11.7421739714296,10.7083456232395,14927,0,125.739257254275,,67.3143811685247,,,0.16015625,
140.183734999999,1997,,,,-1.048828125,-0.00390625,-0.037109375,,,11.7422519590591,10.7080196389528,14930,0,125.736264583136,,67.327342379156,,,0.162109375,
140.20605,1997,,,,-1.0859375,-0.015625,-0.0078125,,,11.7419626715744,10.7064354599102,14931,0,125.714565515885,,67.3462775073242,,,0.16015625,
140.231554999999,1997,,,,-1.046875,0,0.087890625,,,11.7416712218836,10.7052185566192,14932,0,125.69715665023,,67.3590443594547,,,0.16015625,
140.256545,1997,,,,-1.01171875,0.0703125,0.029296875,0.054148685537117,,11.7417506140933,10.7034590542764,14934,0,125.677346923472,84.6819610759013,67.3804493402188,0.0040839152686,0.002751760458657,0.162109375,
140.28152,1997,,,,-1.0234375,-0.01171875,-0.0234375,,,11.7420792990036,10.7031989226451,14936,0,125.677810502709,,67.3898700471821,,,0.16015625,
140.308909999999,1997,,,,-1.048828125,-0.03125,-0.087890625,,,11.742229213564,10.7021380385831,14935,0,125.666957924246,,67.3890261078193,,,0.158203125,
140.331279999999,1998,,,,-1.01171875,-0.1171875,0.037109375,,0.345661130506383,11.7423687511763,10.7007815731937,14939,0,125.652523158233,,67.4156213978153,,,0.16015625,
140.353099999999,1998,,,,-1.0625,0.00390625,0.052734375,,,11.7419153470144,10.7001233724775,14937,0,125.639942842241,,67.4139846440731,,,0.16015625,
140.379715,1998,,,,-1,0,0.01171875,,,11.7417756854651,10.6971042635802,14938,0,125.602998746991,,67.4406868721244,,,0.16015625,
140.401,1998,,,,-1.048828125,0.005859375,-0.056640625,0.054279133134887,,11.7416016870326,10.6949009865524,14940,0,125.575267466351,84.9199934063936,67.6247760564384,0.004070432846741,0.002752621097136,0.158203125,
140.429364999999,1998,,,,-1.078125,-0.00390625,-0.0625,,,11.741712869331,10.6929120054548,14943,0,125.553102505073,,67.6489920097699,,,0.158203125,
140.467145,1998,,,,-1.03125,-0.0078125,0.03515625,,,11.7416129442809,10.6908410451792,14946,0,125.527717601325,,67.6773757915943,,,0.158203125,
140.493074999999,1998,,,,-1.03515625,0,0.0625,,0.345042366069021,11.7418732168822,10.6861690766263,14948,0,125.475642471913,,67.7145634810279,,,0.15625,
140.516369999999,1998,,,,-1.037109375,0.0234375,-0.021484375,,,11.7418602465117,10.684114313954,14946,0,125.451377132203,,67.7213019760549,,,0.15625,
140.53817,1998,,,,-1.0234375,-0.0078125,-0.05859375,0.054332908767775,,11.7419873356284,10.6827447364189,14949,0,125.436653404782,85.0575384279493,67.8091579448235,0.004056575965472,0.002750730003579,0.15625,
140.560024999999,1998,,,,-1.03125,-0.009765625,-0.00390625,,,11.7417956997093,10.6828541903247,14946,0,125.435891392576,,67.7951831599502,,,0.15625,
140.580925,1998,,,,-1,-0.009765625,0.04296875,,,11.7415750543432,10.6865472108928,14943,0,125.47689614848,,67.7574155911505,,,0.15625,
140.613905,1998,,,,-1.0625,0.005859375,0.0625,,,11.7414954004691,10.6868603045638,14940,0,125.479721111491,,67.7416492898797,,,0.154296875,
140.636665,1998,,,,-1.11328125,-0.017578125,-0.044921875,,0.343791784302664,11.7412225652796,10.6868590726318,14938,0,125.476790895547,,67.7347060377902,,,0.154296875,
140.65798,1998,,,,-1.03125,0.0078125,-0.0625,,,11.7413942750714,10.6866392380528,14939,0,125.476044769426,,67.7391647560484,,,0.154296875,
140.68235,1998,,,,-1.015625,0.044921875,-0.0703125,0.05385439941251,,11.7414095058318,10.6875912442106,14939,0,125.487385429218,84.2516927540566,67.1395714126016,0.004080532664266,0.00273965214214,0.154296875,
140.705849999999,1998,,,,-1.037109375,0.06640625,0.076171875,,,11.7410167577544,10.6872715079986,14940,0,125.479433870082,,67.1475109013924,,,0.154296875,
140.73599,1999,,,,-1.099609375,0.001953125,0.0390625,,,11.7406869826257,10.6877617896491,14935,0,125.481665717137,,67.1252539087584,,,0.154296875,
140.760969999999,1999,,,,-1.041015625,-0.013671875,-0.064453125,,0.342990557295702,11.740587147561,10.689047838389,14939,0,125.495697671055,,67.1318177881674,,,0.154296875,
140.783345,1999,,,,-1.0234375,-0.033203125,-0.076171875,,,11.7408601529005,10.6884269960977,14940,0,125.491326615669,,67.1405627539192,,,0.154296875,
140.808489999999,1999,,,,-1.0625,0.103515625,0.0234375,,,11.7408117840982,10.6866781714081,14942,0,125.470277007734,,67.1592940078806,,,0.154296875,
140.83187,1999,,,,-1.01171875,-0.037109375,0.048828125,0.053561318135798,,11.7406928108351,10.6871808215403,14937,0,125.474907039553,83.7806879041261,66.7708706711505,0.004093909537819,0.002733539042891,0.154296875,
140.858384999999,1999,,,,-1.109375,-0.015625,0.025390625,,,11.740450738352,10.6867425857232,14937,0,125.467174881132,,66.7731516954575,,,0.15625,
140.885725,1999,,,,-0.986328125,-0.05859375,-0.05859375,,,11.7403802237739,10.6868161387729,14933,0,125.467284850756,,66.7579271588105,,,0.158203125,
140.907215,2000,,,,-1.072265625,0.013671875,-0.0625,,0.342904839199572,11.7401607122218,10.687052159737,14934,0,125.467709895209,,66.7616472063351,,,0.158203125,
140.930189999999,2000,,,,-1.046875,0.04296875,0.005859375,,,11.7401391437435,10.6862979468726,14936,0,125.458624827785,,66.7754513532938,,,0.158203125,
140.9523,2000,,,,-1.0625,-0.013671875,0.080078125,,,11.7400471693235,10.6858275036494,14933,0,125.452118936098,,66.7640104009421,,,0.15625,
140.987619999999,2000,,,,-1.046875,-0.091796875,0.009765625,,,11.7399469980699,10.6869084404963,14929,0,125.463738664652,,66.7393179901334,,,0.158203125,
141.00946,2000,,,,-1.0078125,-0.044921875,-0.06640625,0.053569153448323,,11.739910419202,10.6877970436839,14931,0,125.473779871461,83.7583880930295,66.7536980067341,0.004093976102056,0.002732880443634,0.158203125,
141.035044999999,2000,,,,-1.0625,0.021484375,0.001953125,,,11.7398494031811,10.6849940901959,14930,0,125.44022149278,,66.7677587217115,,,0.158203125,
141.057274999999,2000,,,,-1.037109375,-0.017578125,0.0859375,,0.343809341124696,11.7396946986606,10.6849055059089,14934,0,125.437528523408,,66.7849809060532,,,0.15625,
141.079284999999,2000,,,,-1.03125,0.01171875,0.01953125,,,11.7397342652889,10.6843150756081,14938,0,125.43101979426,,66.8077542186098,,,0.15625,
141.101145,2000,,,,-1.0625,-0.02734375,-0.07421875,,,11.7396216206509,10.6841027638318,14939,0,125.427323803537,,66.8130377258816,,,0.154296875,
141.129785,2000,,,,-1.03125,0.078125,-0.017578125,,,11.7391131392513,10.6821636489885,14944,0,125.399127647473,,66.8532817286572,,,0.154296875,
141.156449999999,2000,,,,-1.01953125,-0.04296875,-0.01953125,0.053755975428064,,11.7391256846837,10.6812381136164,14942,0,125.388396683776,84.1130389518838,67.0819957639405,0.004087467833868,0.002741954999168,0.154296875,
141.179609999999,2000,,,,-1.0625,0.0234375,0.08203125,,,11.7391364204546,10.6795009296338,14945,0,125.368118315342,,67.1085955411912,,,0.154296875,
141.20151,2000,,,,-1.046875,-0.076171875,0.0390625,,,11.7391832460369,10.6777226145262,14947,0,125.347742422275,,67.1276671121726,,,0.154296875,
141.241164999999,2000,,,,-1.03125,0,-0.03515625,,0.344224959078036,11.7388165436106,10.6765193969463,14948,0,125.329702525053,,67.1385353384702,,,0.154296875,
141.262395,2000,,,,-1.046875,-0.0390625,-0.05859375,,,11.7388941055472,10.6750633104645,14946,0,125.313437771555,,67.1406286842444,,,0.15625,
141.284504999999,2000,,,,-0.986328125,0.009765625,0.08984375,0.053869663687621,,11.7389633745044,10.6758047849405,14942,0,125.322881363776,84.2904545364774,67.2586311607429,0.004083795264493,0.002746704794305,0.15625,
141.3081,2000,,,,-1.046875,-0.052734375,0.087890625,,,11.7389681211166,10.6757599714908,14943,0,125.322405974023,,67.2638219309378,,,0.15625,
141.335234999999,2000,,,,-1.078125,0,0.015625,,,11.7387724312641,10.6738370422069,14941,0,125.297744006864,,67.2696673669456,,,0.15625,
141.357384999999,2000,,,,-1.072265625,0.0234375,-0.064453125,,0.344338794773041,11.7389892900208,10.6736951842967,14940,0,125.298393453406,,67.2630224524429,,,0.15625,
